song,valence,arousal,affectcat,songmark,n,arousalkey.keys_raw,,arousalkey.rt_mean,arousalkey.rt_raw,,arousalkey.rt_std,valencekey.keys_raw,,valencekey.rt_mean,valencekey.rt_raw,,valencekey.rt_std,order,
30MonoWAV/30MonoF1.wav,1,2,2,1,2.0,'4', '4',6.958649635314941,10.882285118103027, 3.0350141525268555,5.548858513567218,'1', '1',1.4257771968841553,1.70180344581604, 1.14975106716156,0.3903599805167556,9.0, 22.0
30MonoWAV/30MonoF2.wav,1,2,2,2,2.0,'3', '1',7.875862121582031,11.632704734802246, 4.119019031524658,5.312978112492007,'1', '1',1.8601267337799072,2.851649284362793, 0.8686041235923767,1.4022246805799294,0.0, 18.0
30MonoWAV/30MonoF3.wav,1,2,2,3,2.0,'3', '3',4.4485578536987305,5.342696666717529, 3.5544190406799316,1.2645032360153663,'1', '2',2.6387367248535156,0.9038317799568176, 4.373641490936279,2.453525976060515,10.0, 26.0
30MonoWAV/30MonoF4.wav,1,2,2,4,2.0,'5', '5',3.2844467163085938,2.650900363922119, 3.9179930686950684,0.8959698439369566,'1', '1',1.9012579917907715,2.301473617553711, 1.501042366027832,0.5659903658275841,15.0, 29.0
30MonoWAV/30MonoH1.wav,2,2,1,5,2.0,'3', '2',6.651073932647705,8.250810623168945, 5.051337242126465,2.2623693239609888,'2', '3',1.8601772785186768,1.7677419185638428, 1.9526126384735107,0.1307233396909651,5.0, 19.0
30MonoWAV/30MonoH2.wav,2,2,1,6,2.0,'4', '4',3.3878369331359863,4.006228446960449, 2.7694456577301025,0.8745374971196069,'3', '5',1.8710887432098389,2.4685440063476562, 1.273633360862732,0.8449294203343889,6.0, 25.0
30MonoWAV/30MonoH3.wav,2,2,1,7,2.0,'3', '4',5.402018070220947,8.418745040893555, 2.38529109954834,4.266296195901904,'4', '4',2.9348886013031006,4.868017196655273, 1.0017598867416382,2.733856761651992,13.0, 24.0
30MonoWAV/30MonoH4.wav,2,2,1,8,2.0,'4', '4',4.034833908081055,5.467380523681641, 2.6022868156433105,2.025927189688842,'4', '4',2.177145481109619,1.9026687145233154, 2.451622247695923,0.3881687658626651,8.0, 17.0
30MonoWAV/30MonoS1.wav,1,1,3,9,2.0,'1', '3',8.086942672729492,12.370888710021973, 3.8029956817626953,6.058415260763117,'1', '1',2.6206443309783936,3.7225587368011475, 1.51872980594635,1.5583423815825286,14.0, 28.0
30MonoWAV/30MonoS2.wav,1,1,3,10,2.0,'1', '1',3.8714547157287598,4.817811965942383, 2.9250972270965576,1.338351426689619,'1', '1',1.7847232818603516,2.8851563930511475, 0.6842900514602661,1.556247514624143,4.0, 21.0
30MonoWAV/30MonoS3.wav,1,1,3,11,2.0,'1', '2',3.144981861114502,3.5727760791778564, 2.7171874046325684,0.6049925536774068,'1', '1',0.9108414649963379,0.9529807567596436, 0.868702232837677,0.05959391577363012,11.0, 30.0
30MonoWAV/30MonoS4.wav,1,1,3,12,2.0,'1', '1',3.944632053375244,4.200949192047119, 3.688314914703369,0.362487173778431,'1', '1',1.4350389242172241,2.1188173294067383, 0.7512605786323547,0.967008652130009,2.0, 16.0
30MonoWAV/30MonoT1.wav,2,1,4,13,2.0,'2', '1',3.7423057556152344,3.300121545791626, 4.184489727020264,0.625342738012406,'3', '3',5.033799171447754,1.752281904220581, 8.315316200256348,4.640766055886774,12.0, 20.0
30MonoWAV/30MonoT2.wav,2,1,4,14,2.0,'4', '3',4.7342705726623535,7.233489990234375, 2.235051393508911,3.5344298270891503,'4', '4',1.774585247039795,2.3670315742492676, 1.1821390390396118,0.837845546624072,3.0, 31.0
30MonoWAV/30MonoT3.wav,2,1,4,15,2.0,'2', '2',5.110158443450928,6.4514617919921875, 3.768854856491089,1.8968895553508978,'4', '4',1.7339496612548828,2.066723108291626, 1.40117609500885,0.4706128062907116,1.0, 27.0
30MonoWAV/30MonoT4.wav,2,1,4,16,2.0,'3', '4',3.576575756072998,4.184535503387451, 2.968616247177124,0.859784751441642,'3', '4',2.185023784637451,3.4010791778564453, 0.968968391418457,1.7197620296872487,7.0, 23.0

extraInfo
participant,005
session,001
date,2019_May_07_1410
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,58.87756412316055
