song,valence,arousal,affectcat,songmark,n,arousalkey.keys_raw,,arousalkey.rt_mean,arousalkey.rt_raw,,arousalkey.rt_std,valencekey.keys_raw,,valencekey.rt_mean,valencekey.rt_raw,,valencekey.rt_std,order,
30MonoWAV/30MonoF1.wav,1,2,2,1,2.0,'3', '3',4.829277038574219,4.701630115509033, 4.956923961639404,0.18052000979398045,'2', '1',3.7515549659729004,4.918252468109131, 2.584857225418091,1.6499595992952727,9.0, 21.0
30MonoWAV/30MonoF2.wav,1,2,2,2,2.0,'4', '2',4.750874996185303,3.767406702041626, 5.7343430519104,1.3908340311545362,'1', '1',3.774754524230957,4.283141613006592, 3.2663676738739014,0.7189677472945032,3.0, 29.0
30MonoWAV/30MonoF3.wav,1,2,2,3,2.0,'4', '3',4.252139568328857,3.8191397190093994, 4.685139179229736,0.6123540908257133,'3', '2',2.6518588066101074,2.668031930923462, 2.635685443878174,0.022872420337907328,6.0, 30.0
30MonoWAV/30MonoF4.wav,1,2,2,4,2.0,'3', '2',3.2121050357818604,2.9519340991973877, 3.472275972366333,0.3679372670530717,'2', '3',2.476989507675171,1.968258023262024, 2.9857211112976074,0.7194550491569712,11.0, 24.0
30MonoWAV/30MonoH1.wav,2,2,1,5,2.0,'4', '4',3.809361457824707,4.633978843688965, 2.984744071960449,1.1661850908578812,'3', '3',2.2847585678100586,2.451132297515869, 2.118384599685669,0.23528815356000723,2.0, 17.0
30MonoWAV/30MonoH2.wav,2,2,1,6,2.0,'4', '4',4.537137985229492,3.089829683303833, 5.984446048736572,2.0468028609310545,'3', '3',2.7938661575317383,3.1699063777923584, 2.417825937271118,0.5318011794903349,12.0, 19.0
30MonoWAV/30MonoH3.wav,2,2,1,7,2.0,'3', '5',4.534008026123047,4.601498603820801, 4.466517448425293,0.09544609031255871,'4', '4',2.3180713653564453,2.351405620574951, 2.2847371101379395,0.04714175582161711,4.0, 23.0
30MonoWAV/30MonoH4.wav,2,2,1,8,2.0,'5', '5',4.262105941772461,5.151664733886719, 3.3725473880767822,1.2580259397488294,'4', '4',1.7871739864349365,2.2173116207122803, 1.3570362329483032,0.6083065603758007,14.0, 28.0
30MonoWAV/30MonoS1.wav,1,1,3,9,2.0,'1', '1',2.776686668395996,3.0350828170776367, 2.5182907581329346,0.36542716934319575,'2', '4',2.085179090499878,2.3353891372680664, 1.834969162940979,0.3538503572878916,13.0, 27.0
30MonoWAV/30MonoS2.wav,1,1,3,10,2.0,'1', '1',2.886836051940918,3.155817747116089, 2.617854356765747,0.3803975613468324,'2', '2',2.0537447929382324,2.6890804767608643, 1.4184088706970215,0.8985005093089605,7.0, 31.0
30MonoWAV/30MonoS3.wav,1,1,3,11,2.0,'1', '1',4.193507194519043,3.2857205867767334, 5.101293563842773,1.2838039638224563,'2', '1',4.534534931182861,3.117753505706787, 5.9513163566589355,2.003631506826551,5.0, 22.0
30MonoWAV/30MonoS4.wav,1,1,3,12,2.0,'2', '1',5.925601005554199,8.917909622192383, 2.9332926273345947,4.231763259868203,'2', '2',3.5926296710968018,5.683854579925537, 1.501404881477356,2.9574385437443413,8.0, 25.0
30MonoWAV/30MonoT1.wav,2,1,4,13,2.0,'2', '1',3.2514216899871826,3.818070411682129, 2.6847729682922363,0.8013623073223706,'4', '4',3.367506980895996,2.9334607124328613, 3.8015530109405518,0.6138339509706278,15.0, 20.0
30MonoWAV/30MonoT2.wav,2,1,4,14,2.0,'1', '3',3.359954833984375,3.635941982269287, 3.083967685699463,0.3903047681451972,'3', '3',2.368870258331299,2.6023221015930176, 2.135418653488159,0.3301505943143697,0.0, 26.0
30MonoWAV/30MonoT3.wav,2,1,4,15,2.0,'3', '1',3.5100655555725098,3.185453176498413, 3.8346776962280273,0.4590710604134207,'5', '3',2.035090923309326,1.8015940189361572, 2.268587589263916,0.3302143203493182,10.0, 16.0
30MonoWAV/30MonoT4.wav,2,1,4,16,2.0,'2', '1',4.959781646728516,3.768907070159912, 6.150656223297119,1.684150977268636,'5', '5',3.3267197608947754,4.134806156158447, 2.5186331272125244,1.1428069083384769,1.0, 18.0

extraInfo
participant,009
session,001
date,2019_May_08_1412
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,59.953041899698135
