song,valence,arousal,affectcat,songmark,n,arousalkey.keys_raw,,arousalkey.rt_mean,arousalkey.rt_raw,,arousalkey.rt_std,likekey.keys_raw,,likekey.rt_mean,likekey.rt_raw,,likekey.rt_std,valencekey.keys_raw,,valencekey.rt_mean,valencekey.rt_raw,,valencekey.rt_std,order,
30MonoWAV/30MonoF1.wav,1,2,2,1,2.0,'2', '2',4.543820858001709,5.71888542175293, 3.368756055831909,1.6617924113084033,'1', '1',3.7256710529327393,5.534411430358887, 1.9169307947158813,2.557945088274193,'1', '1',2.643782138824463,4.185969352722168, 1.101595163345337,2.1809819050251247,4.0, 24.0
30MonoWAV/30MonoF2.wav,1,2,2,2,2.0,'2', '1',6.259952545166016,5.818228244781494, 6.701676368713379,0.6246921592588602,'1', '1',2.418724298477173,3.6521267890930176, 1.1853219270706177,1.7442944457999867,'1', '1',2.952162504196167,5.051669597625732, 0.8526554703712463,2.9691513636797597,0.0, 29.0
30MonoWAV/30MonoF3.wav,1,2,2,3,2.0,'1', '2',5.884929180145264,8.401156425476074, 3.3687021732330322,3.5584825277721355,'1', '2',3.8674721717834473,3.867438793182373, 3.8675055503845215,4.720447033220132e-05,'1', '2',2.8008904457092285,4.599587440490723, 1.0021934509277344,2.543741684619717,3.0, 18.0
30MonoWAV/30MonoF4.wav,1,2,2,4,2.0,'2', '2',5.569665908813477,8.186935424804688, 2.9523963928222656,3.701378045900437,'1', '1',1.8950657844543457,1.070128083229065, 2.720003366470337,1.1666380008919823,'1', '1',1.4010045528411865,1.684403896331787, 1.117605209350586,0.4007871951320387,15.0, 17.0
30MonoWAV/30MonoH1.wav,2,2,1,5,2.0,'3', '3',3.1188201904296875,3.5521302223205566, 2.6855099201202393,0.6127930923998027,'5', '5',3.252370834350586,5.53546667098999, 0.9692752361297607,3.2287849277856044,'4', '5',9.27642822265625,9.417952537536621, 9.134904861450195,0.20014493116094112,14.0, 30.0
30MonoWAV/30MonoH2.wav,2,2,1,6,2.0,'3', '1',5.851564884185791,2.468247652053833, 9.234882354736328,4.784733284079014,'3', '1',4.565903186798096,8.144283294677734, 0.987523078918457,5.060593679889484,'4', '2',3.2859668731689453,4.652512073516846, 1.9194214344024658,1.9325869245152605,10.0, 31.0
30MonoWAV/30MonoH3.wav,2,2,1,7,2.0,'3', '2',5.383803367614746,5.565968036651611, 5.201638698577881,0.25761974553714106,'1', '1',1.4613614082336426,1.6865860223770142, 1.236136794090271,0.31851570390180334,'3', '2',1.9777323007583618,2.252913475036621, 1.7025511264801025,0.3891649487740686,12.0, 21.0
30MonoWAV/30MonoH4.wav,2,2,1,8,2.0,'3', '2',3.6845240592956543,3.1830663681030273, 4.185981750488281,0.7091682678409125,'1', '2',5.217533111572266,5.233288764953613, 5.201777935028076,0.022281521523714428,'3', '2',3.2767512798309326,3.35217547416687, 3.201327085494995,0.1066659185609468,11.0, 22.0
30MonoWAV/30MonoS1.wav,1,1,3,9,2.0,'2', '1',5.759488105773926,8.235491752624512, 3.283484697341919,3.501597769273952,'5', '4',2.3440136909484863,1.585648536682129, 3.1023786067962646,1.0724901178072663,'2', '2',3.676037549972534,4.9858832359313965, 2.366191864013672,1.852401533698913,6.0, 26.0
30MonoWAV/30MonoS2.wav,1,1,3,10,2.0,'1', '1',3.7195913791656494,4.386610984802246, 3.0525717735290527,0.9433081726600284,'4', '2',3.9933297634124756,4.168098449707031, 3.81856107711792,0.2471602464358895,'3', '1',3.4106640815734863,5.985076427459717, 0.8362514972686768,3.6407690232804404,8.0, 28.0
