song,valence,arousal,affectcat,songmark,n,arousalkey.keys_raw,,arousalkey.rt_mean,arousalkey.rt_raw,,arousalkey.rt_std,valencekey.keys_raw,,valencekey.rt_mean,valencekey.rt_raw,,valencekey.rt_std,order,
30MonoWAV/30MonoF1.wav,1,2,2,1,2.0,'1', '2',7.110193729400635,4.4533586502075195, 9.76702880859375,3.7573322019835,'1', '2',1.560196876525879,2.0183846950531006, 1.1020090579986572,0.6479754270753394,8.0, 30.0
30MonoWAV/30MonoF2.wav,1,2,2,2,2.0,'2', '2',3.2648229598999023,3.2738258838653564, 3.2558200359344482,0.012732057172958958,'1', '1',1.2012656927108765,1.3003121614456177, 1.1022192239761353,0.14007285938983377,15.0, 31.0
30MonoWAV/30MonoF3.wav,1,2,2,3,2.0,'3', '3',3.636397361755371,4.567740440368652, 2.70505428314209,1.317118012997214,'2', '1',3.070289373397827,4.317506790161133, 1.8230719566345215,1.7638317860146038,2.0, 22.0
30MonoWAV/30MonoF4.wav,1,2,2,4,2.0,'3', '3',4.9175896644592285,5.400684833526611, 4.434494495391846,0.6831997400120161,'2', '2',1.6846017837524414,1.884678840637207, 1.4845247268676758,0.2829516873661288,10.0, 24.0
30MonoWAV/30MonoH1.wav,2,2,1,5,2.0,'5', '5',5.826020240783691,5.5338263511657715, 6.118214130401611,0.4132245615402095,'5', '5',1.5015652179718018,1.7187588214874268, 1.2843714952468872,0.30715822404619025,0.0, 29.0
30MonoWAV/30MonoH2.wav,2,2,1,6,2.0,'2', '3',5.676749229431152,4.118295192718506, 7.235202789306641,2.20398649787936,'3', '3',2.6847736835479736,1.4686603546142578, 3.9008870124816895,1.7198439631607538,14.0, 21.0
30MonoWAV/30MonoH3.wav,2,2,1,7,2.0,'4', '5',3.6430397033691406,3.351666212081909, 3.934413194656372,0.4120643430944016,'4', '5',1.9426853656768799,2.3832170963287354, 1.502153754234314,0.623005863849854,7.0, 27.0
30MonoWAV/30MonoH4.wav,2,2,1,8,2.0,'4', '4',4.112781524658203,4.655065059661865, 3.570497751235962,0.7669048984412166,'4', '4',1.710644006729126,1.2187767028808594, 2.2025113105773926,0.6956054119901067,9.0, 20.0
30MonoWAV/30MonoS1.wav,1,1,3,9,2.0,'2', '1',8.659191131591797,5.384045124053955, 11.93433666229248,4.631755565437335,'2', '2',3.251249313354492,3.1342148780822754, 3.36828351020813,0.16551151703933695,4.0, 19.0
30MonoWAV/30MonoS2.wav,1,1,3,10,2.0,'2', '2',4.251607894897461,5.53438138961792, 2.9688339233398438,1.8141160108612246,'2', '2',2.7016708850860596,2.9851183891296387, 2.4182233810424805,0.4008553044392323,3.0, 16.0
30MonoWAV/30MonoS3.wav,1,1,3,11,2.0,'1', '1',3.5515758991241455,2.5514535903930664, 4.551698207855225,1.4143865330393839,'2', '1',2.2672200202941895,2.533768892288208, 2.00067138671875,0.37695686122183475,13.0, 17.0
30MonoWAV/30MonoS4.wav,1,1,3,12,2.0,'2', '2',8.342180252075195,4.718017101287842, 11.96634292602539,5.125340342921508,'2', '2',2.434774160385132,2.4680559635162354, 2.4014923572540283,0.04706757736823793,11.0, 26.0
30MonoWAV/30MonoT1.wav,2,1,4,13,2.0,'3', '2',4.298862457275391,3.138826847076416, 5.458897590637207,1.6405377556043854,'3', '4',1.7118425369262695,2.1731514930725098, 1.2505335807800293,0.6523893822261884,12.0, 23.0
30MonoWAV/30MonoT2.wav,2,1,4,14,2.0,'3', '1',4.542377948760986,3.5009448528289795, 5.583811283111572,1.4728089771586486,'3', '4',1.742977499961853,2.1514642238616943, 1.3344907760620117,0.5776874649885095,5.0, 28.0
30MonoWAV/30MonoT3.wav,2,1,4,15,2.0,'3', '2',7.661836624145508,6.101794719696045, 9.221879005432129,2.2062327563175965,'4', '5',1.501058578491211,1.5339486598968506, 1.4681684970855713,0.046513599191410744,6.0, 25.0
30MonoWAV/30MonoT4.wav,2,1,4,16,2.0,'2', '5',4.229962348937988,5.6578216552734375, 2.8021035194396973,2.0192976590054723,'2', '5',4.955941677093506,8.07664680480957, 1.8352365493774414,4.41334351578332,1.0, 18.0

extraInfo
participant,001
session,001
date,2019_May_07_0907
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,59.95008711605951
