song,valence,arousal,affectcat,songmark,n,arousalkey.keys_raw,,arousalkey.rt_mean,arousalkey.rt_raw,,arousalkey.rt_std,valencekey.keys_raw,,valencekey.rt_mean,valencekey.rt_raw,,valencekey.rt_std,order,
30MonoWAV/30MonoF1.wav,1,2,2,1,2.0,'4', '4',5.02914571762085,3.656498670578003, 6.401792526245117,1.941215901691987,'4', '1',2.1048436164855957,1.9074527025222778, 2.302234411239624,0.2791528233224606,5.0, 29.0
30MonoWAV/30MonoF2.wav,1,2,2,2,2.0,'3', '4',3.837148904800415,4.501887798309326, 3.172410011291504,0.9400827586371867,'3', '2',2.0430145263671875,2.068183183670044, 2.017845869064331,0.03559385650442023,11.0, 31.0
30MonoWAV/30MonoF3.wav,1,2,2,3,2.0,'3', '2',6.870770454406738,8.717562675476074, 5.023978233337402,2.6117586059213864,'3', '2',1.5456892251968384,0.869131863117218, 2.2222466468811035,0.9567966393232133,14.0, 17.0
30MonoWAV/30MonoF4.wav,1,2,2,4,2.0,'3', '4',5.064743995666504,7.17767333984375, 2.9518144130706787,2.98813350345895,'3', '2',2.6765501499176025,3.0511856079101562, 2.301914691925049,0.5298145456389254,3.0, 18.0
30MonoWAV/30MonoH1.wav,2,2,1,5,2.0,'3', '3',3.6011462211608887,4.117149829864502, 3.0851428508758545,0.729739133074735,'5', '5',2.168708324432373,2.335427761077881, 2.0019891262054443,0.2357767198279454,4.0, 16.0
30MonoWAV/30MonoH2.wav,2,2,1,6,2.0,'3', '3',3.795342206954956,4.501677989959717, 3.0890064239501953,0.9989096439147522,'3', '3',2.364718437194824,3.0567281246185303, 1.672708511352539,0.9786496538355799,8.0, 25.0
30MonoWAV/30MonoH3.wav,2,2,1,7,2.0,'4', '5',3.295259952545166,3.2561161518096924, 3.3344035148620605,0.05535752529579942,'3', '5',1.9116528034210205,2.255002498626709, 1.5683029890060425,0.48556987989025746,13.0, 28.0
30MonoWAV/30MonoH4.wav,2,2,1,8,2.0,'4', '2',3.796891927719116,3.959318161010742, 3.6344656944274902,0.2297053820061938,'4', '3',1.718372106552124,1.4353951215744019, 2.0013492107391357,0.40018997428864816,9.0, 21.0
30MonoWAV/30MonoS1.wav,1,1,3,9,2.0,'1', '1',3.2767539024353027,3.635345697402954, 2.9181621074676514,0.5071253797989648,'2', '2',3.0186715126037598,3.736051082611084, 2.3012917041778564,1.0145280858611452,2.0, 20.0
30MonoWAV/30MonoS2.wav,1,1,3,10,2.0,'1', '1',2.9421303272247314,3.132629156112671, 2.751631498336792,0.2694060274295155,'1', '1',1.909989595413208,1.8680763244628906, 1.9519028663635254,0.05927431622135711,10.0, 24.0
30MonoWAV/30MonoS3.wav,1,1,3,11,2.0,'1', '1',3.651493549346924,4.401813983917236, 2.9011728763580322,1.061113503282418,'1', '2',3.8771400451660156,5.8689045906066895, 1.8853752613067627,2.816780601803483,1.0, 19.0
30MonoWAV/30MonoS4.wav,1,1,3,12,2.0,'1', '2',3.352200746536255,3.1856281757354736, 3.518773317337036,0.23556918874581745,'3', '2',2.8514604568481445,4.052374839782715, 1.6505459547042847,1.6983494918886852,12.0, 30.0
30MonoWAV/30MonoT1.wav,2,1,4,13,2.0,'2', '1',4.963426113128662,6.800389766693115, 3.126462459564209,2.5978589124572813,'3', '1',3.0148966312408447,4.427728652954102, 1.6020644903182983,1.998046290755586,15.0, 22.0
30MonoWAV/30MonoT2.wav,2,1,4,14,2.0,'1', '1',3.46866512298584,2.785444736480713, 4.151885509490967,0.9662195366853386,'1', '4',1.143057942390442,0.8173243999481201, 1.4687914848327637,0.4606567934417637,7.0, 23.0
30MonoWAV/30MonoT3.wav,2,1,4,15,2.0,'1', '1',3.6395349502563477,4.4574480056762695, 2.821621894836426,1.1567037358168706,'3', '2',3.5898258686065674,5.225374698638916, 1.9542769193649292,2.313015421648894,0.0, 27.0
30MonoWAV/30MonoT4.wav,2,1,4,16,2.0,'1', '1',3.3706207275390625,3.439177989959717, 3.3020637035369873,0.09695444172721317,'2', '2',1.8515912294387817,1.9185845851898193, 1.7845978736877441,0.09474291229200296,6.0, 26.0

extraInfo
participant,006
session,001
date,2019_May_07_1511
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,60.096970066248645
