song,valence,arousal,affectcat,songmark,n,arousalkey.keys_raw,,arousalkey.rt_mean,arousalkey.rt_raw,,arousalkey.rt_std,valencekey.keys_raw,,valencekey.rt_mean,valencekey.rt_raw,,valencekey.rt_std,order,
30MonoWAV/30MonoF1.wav,1,2,2,1,2.0,'4', '2',3.0844693183898926,3.0342793464660645, 3.1346592903137207,0.0709793389898026,'1', '1',1.4512118101119995,2.034633159637451, 0.8677904009819031,0.8250824272237572,6.0, 26.0
30MonoWAV/30MonoF2.wav,1,2,2,2,2.0,'3', '2',3.226332664489746,3.151881217956543, 3.300784111022949,0.10529024542555121,'1', '1',1.218381404876709,1.585451602935791, 0.8513111472129822,0.5191156945849822,15.0, 28.0
30MonoWAV/30MonoF3.wav,1,2,2,3,2.0,'3', '2',2.870342493057251,3.0561470985412598, 2.684537887573242,0.2627673930268676,'1', '1',1.8859179019927979,2.1041030883789062, 1.6677325963974,0.3085605339898446,5.0, 22.0
30MonoWAV/30MonoF4.wav,1,2,2,4,2.0,'2', '2',3.39814829826355,3.672687292098999, 3.1236093044281006,0.38825676848235585,'1', '1',1.444143533706665,1.5197721719741821, 1.3685147762298584,0.10695513023546176,7.0, 27.0
30MonoWAV/30MonoH1.wav,2,2,1,5,2.0,'3', '3',3.0939722061157227,3.4019362926483154, 2.78600811958313,0.4355269878982342,'2', '3',1.9347881078720093,2.501060962677002, 1.3685152530670166,0.8008307512689512,3.0, 20.0
30MonoWAV/30MonoH2.wav,2,2,1,6,2.0,'3', '4',3.420804023742676,3.8731954097747803, 2.9684128761291504,0.6397778650399928,'2', '4',1.6121125221252441,1.7048245668411255, 1.5194004774093628,0.13111463103254026,4.0, 25.0
30MonoWAV/30MonoH3.wav,2,2,1,7,2.0,'4', '3',2.918344020843506,3.1189377307891846, 2.7177505493164062,0.2836821765445697,'3', '3',2.576331615447998,3.5674808025360107, 1.585182547569275,1.4016965384212412,0.0, 29.0
30MonoWAV/30MonoH4.wav,2,2,1,8,2.0,'3', '3',3.195409059524536,2.55102801322937, 3.839790105819702,0.911292415006789,'4', '4',1.5444562435150146,1.8359001874923706, 1.2530121803283691,0.412164062537987,9.0, 30.0
30MonoWAV/30MonoS1.wav,1,1,3,9,2.0,'1', '2',2.9354395866394043,3.0520126819610596, 2.81886625289917,0.16485942099917675,'1', '1',2.3102071285247803,1.0019253492355347, 3.6184890270233154,1.8501899199701544,14.0, 16.0
30MonoWAV/30MonoS2.wav,1,1,3,10,2.0,'1', '1',2.976334810256958,2.751451015472412, 3.201218605041504,0.3180337125422327,'1', '1',1.293113350868225,1.2676424980163574, 1.3185842037200928,0.0360212255483207,11.0, 23.0
30MonoWAV/30MonoS3.wav,1,1,3,11,2.0,'1', '1',3.1937265396118164,3.4018936157226562, 2.9855597019195557,0.29439253368815627,'1', '1',1.301161766052246,2.001033306121826, 0.6012901663780212,0.9897678660321947,12.0, 24.0
30MonoWAV/30MonoS4.wav,1,1,3,12,2.0,'1', '1',2.786940813064575,2.9679744243621826, 2.6059072017669678,0.2560201883424556,'1', '1',1.351763367652893,0.8683242201805115, 1.8352025747299194,0.6836862410843787,13.0, 21.0
30MonoWAV/30MonoT1.wav,2,1,4,13,2.0,'1', '2',2.9521608352661133,3.1512866020202637, 2.753034830093384,0.28160652854910556,'2', '2',2.4430384635925293,1.5839635133743286, 3.3021132946014404,1.2149153613998769,2.0, 31.0
30MonoWAV/30MonoT2.wav,2,1,4,14,2.0,'2', '2',3.122220516204834,2.825976610183716, 3.418464422225952,0.4189521496654459,'4', '3',1.5345983505249023,1.8175339698791504, 1.2516626119613647,0.4001314744629151,10.0, 18.0
30MonoWAV/30MonoT3.wav,2,1,4,15,2.0,'2', '1',2.95127010345459,3.0846734046936035, 2.817866563796997,0.18866092646502602,'3', '4',1.6521015167236328,1.4685070514678955, 1.8356958627700806,0.25964169844761636,8.0, 19.0
30MonoWAV/30MonoT4.wav,2,1,4,16,2.0,'1', '3',4.225717544555664,5.01606559753418, 3.4353697299957275,1.1177207669300049,'2', '3',1.8176110982894897,1.9174654483795166, 1.717756748199463,0.14121537615926708,1.0, 17.0

extraInfo
participant,007
session,001
date,2019_May_07_1612
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,59.93007299166371
