song,valence,arousal,affectcat,songmark,n,arousalkey.keys_raw,,arousalkey.rt_mean,arousalkey.rt_raw,,arousalkey.rt_std,valencekey.keys_raw,,valencekey.rt_mean,valencekey.rt_raw,,valencekey.rt_std,order,
30MonoWAV/30MonoF1.wav,1,2,2,1,2.0,'1', '1',3.559929132461548,4.418251037597656, 2.7016072273254395,1.2138504791253977,'1', '1',0.5687545537948608,0.8851728439331055, 0.25233620405197144,0.447483079443261,12.0, 26.0
30MonoWAV/30MonoF2.wav,1,2,2,2,2.0,'1', '1',3.6769866943359375,3.085719108581543, 4.268254280090332,0.8361786387654618,'1', '1',2.4010772705078125,3.1514880657196045, 1.6506664752960205,1.0612411239396955,2.0, 28.0
30MonoWAV/30MonoF3.wav,1,2,2,3,2.0,'1', '1',4.035197734832764,3.035529375076294, 5.0348663330078125,1.41374472083027,'1', '2',1.692812442779541,1.868340253829956, 1.5172845125198364,0.24823389525487033,3.0, 29.0
30MonoWAV/30MonoF4.wav,1,2,2,4,2.0,'1', '1',2.8185267448425293,3.0020809173583984, 2.6349728107452393,0.2595846316147737,'1', '1',2.593647003173828,4.0018768310546875, 1.1854170560836792,1.9915378058211397,15.0, 25.0
30MonoWAV/30MonoH1.wav,2,2,1,5,2.0,'4', '5',2.601846694946289,3.0524346828460693, 2.151258945465088,0.6372274749429016,'4', '5',1.2921100854873657,1.3820250034332275, 1.202195167541504,0.1271588964187018,1.0, 23.0
30MonoWAV/30MonoH2.wav,2,2,1,6,2.0,'4', '4',2.7198293209075928,3.0506985187530518, 2.388960123062134,0.467919706964555,'4', '5',1.5850903987884521,1.6328961849212646, 1.5372846126556396,0.06760759110893108,4.0, 22.0
30MonoWAV/30MonoH3.wav,2,2,1,7,2.0,'4', '4',3.168330192565918,2.701448917388916, 3.63521146774292,0.6602698313733613,'4', '4',0.860546886920929,1.3687739372253418, 0.3523198664188385,0.71874156623195,9.0, 24.0
30MonoWAV/30MonoH4.wav,2,2,1,8,2.0,'3', '2',2.9124326705932617,3.5844621658325195, 2.240403175354004,0.9503932264821038,'2', '2',1.5190033912658691,2.037452459335327, 1.0005543231964111,0.7331977034635195,6.0, 16.0
30MonoWAV/30MonoS1.wav,1,1,3,9,2.0,'1', '1',4.612576007843018,6.1018452644348145, 3.1233069896698,2.106144612110029,'2', '2',1.9028294086456299,2.0182738304138184, 1.787385106086731,0.16326298267121667,11.0, 20.0
30MonoWAV/30MonoS2.wav,1,1,3,10,2.0,'1', '1',4.9762725830078125,3.6017518043518066, 6.35079288482666,1.9438655897641917,'2', '2',2.976583480834961,3.5842971801757812, 2.3688700199127197,0.859436787060336,7.0, 19.0
30MonoWAV/30MonoS3.wav,1,1,3,11,2.0,'1', '1',4.510201454162598,4.968848705291748, 4.0515546798706055,0.6486248257172829,'2', '2',1.552077054977417,2.3351564407348633, 0.7689976096153259,1.1074415298998226,14.0, 27.0
30MonoWAV/30MonoS4.wav,1,1,3,12,2.0,'2', '1',2.9098615646362305,3.835308074951172, 1.9844151735305786,1.3087789218445482,'4', '1',2.338900566101074,3.292849540710449, 1.3849514722824097,1.3490876619981853,0.0, 21.0
30MonoWAV/30MonoT1.wav,2,1,4,13,2.0,'2', '1',3.91991925239563,4.57259464263916, 3.2672438621520996,0.923022388709553,'3', '2',2.1867928504943848,3.1719048023223877, 1.2016808986663818,1.393158682730993,5.0, 31.0
30MonoWAV/30MonoT2.wav,2,1,4,14,2.0,'1', '1',2.8016419410705566,2.5682804584503174, 3.035003662109375,0.33002314224447277,'2', '5',1.6008245944976807,1.567348599433899, 1.634300708770752,0.047342290526906985,13.0, 18.0
30MonoWAV/30MonoT3.wav,2,1,4,15,2.0,'1', '1',3.063168525695801,3.589247941970825, 2.5370888710021973,0.743988813968874,'3', '4',2.0454440116882324,2.4040331840515137, 1.6868548393249512,0.5071216708762958,10.0, 17.0
30MonoWAV/30MonoT4.wav,2,1,4,16,2.0,'2', '2',3.260078191757202,3.2349162101745605, 3.2852401733398438,0.03558441561035379,'4', '3',1.5270426273345947,1.701538324356079, 1.3525468111038208,0.24677426559724114,8.0, 30.0

extraInfo
participant,003
session,001
date,2019_May_07_1111
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,60.02271871961927
