song,valence,arousal,affectcat,songmark,n,arousalkey.keys_raw,,arousalkey.rt_mean,arousalkey.rt_raw,,arousalkey.rt_std,likekey.keys_raw,,likekey.rt_mean,likekey.rt_raw,,likekey.rt_std,valencekey.keys_raw,,valencekey.rt_mean,valencekey.rt_raw,,valencekey.rt_std,order,
30MonoWAV/30MonoF1.wav,1,2,2,1,2.0,'4', '5',2.2520153522491455,2.4855873584747314, 2.0184433460235596,0.3303206989949167,'1', '2',2.5275473594665527,1.1528111696243286, 3.9022836685180664,1.9441706486536863,'1', '4',1.2357769012451172,1.2355200052261353, 1.2360337972640991,0.0003633058341639066,12.0, 20.0
30MonoWAV/30MonoF2.wav,1,2,2,2,2.0,'3', '1',3.4862077236175537,4.419138431549072, 2.553277015686035,1.3193632599110865,'1', '1',0.8939032554626465,1.202126145362854, 0.585680365562439,0.4358929911307028,'1', '1',1.062686800956726,1.253279685974121, 0.8720939755439758,0.2695390007365707,11.0, 23.0
30MonoWAV/30MonoF3.wav,1,2,2,3,2.0,'3', '4',2.869873285293579,3.386791229248047, 2.3529553413391113,0.7310323669744239,'1', '1',1.908799171447754,2.2682583332061768, 1.5493398904800415,0.5083521059717299,'1', '1',2.627892017364502,3.5187792778015137, 1.7370046377182007,1.2599049305491337,9.0, 16.0
30MonoWAV/30MonoF4.wav,1,2,2,4,2.0,'5', '5',4.718280792236328,3.5998659133911133, 5.836695671081543,1.5816774900227648,'2', '2',1.4023703336715698,1.7363972663879395, 1.0683434009552002,0.47238541844537524,'4', '2',2.185554265975952,1.6519759893417358, 2.719132423400879,0.7545935511100795,15.0, 30.0
30MonoWAV/30MonoH1.wav,2,2,1,5,2.0,'5', '4',2.9270529747009277,3.4353206157684326, 2.418785572052002,0.7187988227256715,'4', '4',1.4354437589645386,1.3185296058654785, 1.5523579120635986,0.16534158094605517,'4', '4',1.9104632139205933,2.686086893081665, 1.1348395347595215,1.096897526367306,7.0, 29.0
30MonoWAV/30MonoH2.wav,2,2,1,6,2.0,'3', '4',3.1502699851989746,3.5006208419799805, 2.7999191284179688,0.49547093324873237,'3', '3',1.5176897048950195,1.7692387104034424, 1.2661406993865967,0.355744015191476,'3', '4',1.719221830368042,2.1191811561584473, 1.3192623853683472,0.5656279872240937,3.0, 25.0
30MonoWAV/30MonoH3.wav,2,2,1,7,2.0,'4', '5',3.859497547149658,5.868409633636475, 1.8505853414535522,2.841030802618586,'4', '4',2.0097289085388184,2.8503475189208984, 1.1691101789474487,1.1888143238792623,'4', '5',1.5530509948730469,2.036424398422241, 1.069677472114563,0.683593307283416,1.0, 24.0
30MonoWAV/30MonoH4.wav,2,2,1,8,2.0,'5', '5',3.6357431411743164,4.752501964569092, 2.518984079360962,1.5793356425321148,'4', '3',1.326951026916504,1.3701626062393188, 1.2837395668029785,0.061110317236246804,'5', '5',2.54398250579834,1.252779483795166, 3.8351855278015137,1.8260368254940145,14.0, 22.0
30MonoWAV/30MonoS1.wav,1,1,3,9,2.0,'1', '1',3.7361011505126953,3.2689895629882812, 4.203212738037109,0.6605955422186535,'3', '2',1.8447375297546387,2.454132318496704, 1.2353427410125732,0.8618143750785161,'1', '2',1.6942447423934937,2.419584274291992, 0.9689051508903503,1.0257850454830584,2.0, 19.0
30MonoWAV/30MonoS2.wav,1,1,3,10,2.0,'1', '1',2.6175718307495117,2.5691909790039062, 2.665952682495117,0.0684208566977973,'2', '2',1.4433192014694214,1.6854556798934937, 1.2011827230453491,0.34243269173258334,'1', '1',1.8698334693908691,1.7037156820297241, 2.0359511375427246,0.23492594354385932,10.0, 18.0
30MonoWAV/30MonoS3.wav,1,1,3,11,2.0,'2', '1',2.3939151763916016,2.9527950286865234, 1.8350353240966797,0.7903754668525507,'2', '2',1.1353265047073364,1.3018966913223267, 0.9687562584877014,0.23556585914478886,'2', '1',1.9441800117492676,2.2178971767425537, 1.670462965965271,0.3870944426941316,4.0, 21.0
30MonoWAV/30MonoS4.wav,1,1,3,12,2.0,'1', '1',3.260444402694702,4.3681721687316895, 2.152716636657715,1.5665636301467583,'2', '2',2.4116837978363037,2.9534497261047363, 1.869917869567871,0.7661727233888668,'2', '1',2.9853785037994385,4.436300754547119, 1.5344562530517578,2.0519139249562666,0.0, 17.0
30MonoWAV/30MonoT1.wav,2,1,4,13,2.0,'2', '2',2.219961166381836,2.420485496520996, 2.0194365978240967,0.28358439585602446,'2', '3',1.693914532661438,2.2860326766967773, 1.1017963886260986,0.8373815098219627,'3', '2',1.877601146697998,2.0026512145996094, 1.7525509595870972,0.17684758629585232,6.0, 26.0
30MonoWAV/30MonoT2.wav,2,1,4,14,2.0,'3', '3',3.0855305194854736,2.5861656665802, 3.584895372390747,0.7062085475510834,'4', '4',1.9280169010162354,2.20302152633667, 1.6530122756958008,0.38891527084349004,'3', '3',1.8267312049865723,1.852158784866333, 1.801303505897522,0.035960112618078695,5.0, 27.0
30MonoWAV/30MonoT3.wav,2,1,4,15,2.0,'2', '1',3.0022594928741455,3.868128776550293, 2.136390209197998,1.2245240842170846,'4', '4',1.2522611618041992,1.23540198802948, 1.269120216369629,0.02384238790906474,'3', '3',2.601853370666504,3.0853047370910645, 2.1184022426605225,0.6837033105580451,8.0, 28.0
30MonoWAV/30MonoT4.wav,2,1,4,16,2.0,'3', '2',2.426739454269409,2.36985445022583, 2.4836244583129883,0.08044754421407792,'3', '3',1.1268019676208496,1.2351312637329102, 1.018472671508789,0.15320075976400704,'2', '2',1.9028702974319458,2.5032951831817627, 1.302445411682129,0.8491290166137072,13.0, 31.0

extraInfo
participant,098
session,001
date,2019_Sep_03_1106
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,59.95606958110226
